"sample","latitude","longitude","date","time.bottom","site","location","successful.count","depth","fov.facing.up","fov.limited","fov.open","fov.total.points.annotated","broad.ascidians","broad.bryozoa","broad.consolidated","broad.crinoids","broad.hydroids","broad.invertebrate.complex","broad.macroalgae","broad.octocoral.black","broad.seagrasses","broad.sponges","broad.stony.corals","broad.unconsolidated"
"146",-33.9762,114.8214,20201030,12:05:43,NA,NA,NA,45.3,0,0,80,80,0,0,45.5696202531646,0,0,0,15.1898734177215,0,10.126582278481,0,0,29.1139240506329
"157",-33.9712,114.8239,20201030,12:14:40,NA,NA,NA,44.7,0,0,80,80,0,2.56410256410256,19.2307692307692,0,0,1.28205128205128,42.3076923076923,0,6.41025641025641,8.97435897435897,0,19.2307692307692
"OMR1",-33.9676,114.9582,20201030,13:03:59,NA,NA,"Y",35.6,0,1,78,79,0,0,13.9240506329114,0,0,0,30.379746835443,0,0,0,0,55.6962025316456
"OMR2",-33.9679,114.9551,20201030,13:15:35,NA,NA,"Y",38,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"OMR3",-33.9685,114.9543,20201030,13:23:54,NA,NA,"Y",38,0,0,80,80,0,0,0,0,0,0,22.5,0,0,0,0,77.5
"OMR4",-33.9682,114.9529,20201030,13:35:02,NA,NA,"Y",38.6,0,0,80,80,0,0,2.77777777777778,0,0,0,5.55555555555556,0,0,1.38888888888889,0,90.2777777777778
"216",-34.0612,114.9164,20201031,07:01:16,NA,NA,"y",47.5,0,0,80,80,0,0,21.25,0,0,0,20,0,0,16.25,0,42.5
"235",-34.0912,114.9364,20201031,07:11:46,NA,NA,"y",47,0,0,80,80,0,1.36986301369863,15.0684931506849,0,0,0,17.8082191780822,0,2.73972602739726,21.9178082191781,0,41.0958904109589
"217",-34.0662,114.9139,20201031,07:19:39,NA,NA,"y",46.3,0,0,80,80,0,0,7.5,0,0,0,16.25,0,0,0,0,76.25
"215",-34.0662,114.9189,20201031,07:28:33,NA,NA,"y",46.9,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"356",-34.0687,114.9264,20201031,07:39:03,NA,NA,"y",47.2,0,0,80,80,0,0,24.3589743589744,0,0,0,3.84615384615385,0,2.56410256410256,44.8717948717949,0,24.3589743589744
"218",-34.0696,114.9185,20201031,07:53:09,NA,NA,NA,46.5,0,0,80,80,0,0,22.5,0,0,0,1.25,0,0,0,0,76.25
"102",-34.0737,114.9214,20201031,08:02:56,NA,NA,NA,46.4,0,0,80,80,0,0,11.3924050632911,0,0,0,72.1518987341772,0,0,10.126582278481,0,6.32911392405063
"100",-34.0712,114.9114,20201031,08:12:11,NA,NA,NA,44.5,0,0,80,80,0,0,23.6842105263158,0,0,0,50,0,14.4736842105263,9.21052631578947,0,2.63157894736842
"119",-34.0762,114.9089,20201031,08:20:22,NA,NA,NA,43.5,0,0,80,80,0,0,18.9873417721519,0,0,0,55.6962025316456,0,0,6.32911392405063,0,18.9873417721519
"101",-34.0762,114.9039,20201031,08:29:57,NA,NA,NA,43.4,0,2,78,80,0,0,14.1025641025641,0,0,0,69.2307692307692,0,0,7.69230769230769,0,8.97435897435897
"236",-34.0787,114.8964,20201031,08:47:27,NA,NA,NA,46,0,0,80,80,0,0,1.25,0,0,0,70,0,0,0,0,28.75
"237",-34.0812,114.9239,20201031,08:57:11,NA,NA,NA,43.2,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"C02",-34.0812,114.9364,20201031,09:07:10,NA,NA,NA,45,0,0,80,80,0,2.73972602739726,9.58904109589041,0,0,0,43.8356164383562,0,0,42.4657534246575,0,1.36986301369863
"235REDO",-34.0854,114.9279,20201031,09:17:31,NA,NA,NA,44.3,0,0,80,80,0,0,0,0,0,0,13.75,0,0,0,0,86.25
"239",-34.0912,114.9364,20201031,09:25:33,NA,NA,NA,45.3,0,4,76,80,0,0,0,0,0,0,0,0,0,0,0,100
"91",-34.0912,114.9314,20201031,09:43:27,NA,NA,NA,42.7,0,0,80,80,0,0,18.75,0,0,0,56.25,0,0,3.75,0,21.25
"80",-34.0937,114.8939,20201031,09:51:03,NA,NA,NA,43.1,0,0,79,79,0,0,23.3766233766234,0,0,0,50.6493506493506,0,11.6883116883117,2.5974025974026,0,11.6883116883117
"81",-34.0937,114.8889,20201031,09:59:33,NA,NA,NA,43.3,0,1,79,80,0,0,14.8648648648649,0,0,0,52.7027027027027,0,20.2702702702703,4.05405405405405,0,8.10810810810811
"92",-34.0987,114.8914,20201031,10:07:45,NA,NA,NA,41.3,0,0,80,80,0,0,25,0,0,0,45,0,7.5,0,0,22.5
"210",-34.0987,114.8864,20201031,10:19:54,NA,NA,NA,43.9,0,0,80,80,0,0,16.4556962025316,0,0,0,46.8354430379747,0,18.9873417721519,6.32911392405063,0,11.3924050632911
"336",-34.0912,114.8739,20201031,10:28:58,NA,NA,NA,43.1,0,0,80,80,0,0,23.75,0,0,0,56.25,0,3.75,2.5,0,13.75
"195",-34.0924,114.8664,20201031,10:37:50,NA,NA,NA,44.4,0,1,79,80,0,0,18.4210526315789,0,0,0,61.8421052631579,0,13.1578947368421,3.94736842105263,0,2.63157894736842
"199",-34.0937,114.8589,20201031,10:47:22,NA,NA,NA,42.7,0,0,80,80,0,0,24.6753246753247,0,0,0,59.7402597402597,0,5.19480519480519,2.5974025974026,0,7.79220779220779
"16",-34.0862,114.8614,20201031,11:16:16,NA,NA,NA,41.4,0,0,80,80,0,0,20.8333333333333,0,0,0,48.6111111111111,0,5.55555555555556,15.2777777777778,0,9.72222222222222
"17",-34.0737,114.8689,20201031,11:26:32,NA,NA,NA,41,0,0,80,80,0,0,0,0,0,0,89.7435897435898,0,2.56410256410256,2.56410256410256,0,5.12820512820513
"34",-34.0637,114.8764,20201031,11:34:38,NA,NA,NA,41.4,0,0,80,80,0,0,20.253164556962,0,0,0,58.2278481012658,0,12.6582278481013,0,0,8.86075949367089
"15",-34.0612,114.8714,20201031,11:42:46,NA,NA,NA,41.6,0,0,80,80,0,0,12.6582278481013,0,0,0,55.6962025316456,0,18.9873417721519,2.53164556962025,0,10.126582278481
"223",-34.0612,114.8664,20201031,11:58:00,NA,NA,NA,44.2,0,0,80,80,0,0,23.0769230769231,0,0,0,15.3846153846154,0,10.2564102564103,8.97435897435897,0,42.3076923076923
"225",-34.0712,114.8464,20201031,12:09:16,NA,NA,NA,45.2,0,0,80,80,0,0,17.5,0,1.25,0,68.75,0,0,1.25,0,11.25
"222",-34.0712,114.8339,20201031,12:18:32,NA,NA,NA,46.9,0,0,80,80,0,0,61.5384615384615,0,0,0,28.2051282051282,0,0,5.12820512820513,0,5.12820512820513
"C03.1",-34.0662,114.8314,20201031,12:28:05,NA,NA,NA,42.4,0,18,62,80,0,0,9.83606557377049,0,0,0,75.4098360655738,0,0,14.7540983606557,0,0
"C03.2",-34.0664,114.8398,20201031,12:35:55,NA,NA,NA,43.4,0,15,65,80,0,0,24.5901639344262,0,0,0,57.3770491803279,0,0,18.0327868852459,0,0
"226",-34.0664,114.8398,20201031,12:43:58,NA,NA,NA,44,0,0,80,80,0,0,18.9189189189189,0,0,0,59.4594594594595,0,5.40540540540541,2.7027027027027,0,13.5135135135135
"224",-34.0637,114.8439,20201031,12:53:00,NA,NA,NA,44.9,0,0,80,80,0,0,38.75,0,0,0,28.75,0,3.75,1.25,0,27.5
"220",-34.0612,114.8389,20201031,13:01:48,NA,NA,NA,43.9,0,0,80,80,0,0,12.8205128205128,0,0,0,79.4871794871795,0,0,0,0,7.69230769230769
"353",-34.0562,114.8439,20201031,13:11:00,NA,NA,NA,45,0,0,80,80,0,0,0,0,0,0,98.7341772151899,0,0,0,0,1.26582278481013
"201",-34.0544,114.8391,20201031,13:19:40,NA,NA,NA,46.3,0,0,80,80,0,0,35,0,0,0,26.25,0,0,2.5,0,36.25
"72",-34.0562,114.8339,20201031,13:36:24,NA,NA,NA,43.3,0,0,80,80,0,0,8.75,0,0,0,61.25,0,11.25,2.5,0,16.25
"75",-34.0362,114.8464,20201031,13:45:35,NA,NA,NA,42.6,0,0,80,80,0,0,17.5,0,0,5,37.5,0,17.5,3.75,0,18.75
"74",-34.0337,114.8539,20201031,13:55:30,NA,NA,NA,43.2,0,0,80,80,0,0,35,0,0,0,32.5,0,18.75,6.25,0,7.5
"73",-34.0287,114.8514,20201031,14:03:39,NA,NA,NA,42.2,0,0,80,80,0,0,9.58904109589041,0,0,0,50.6849315068493,0,32.8767123287671,1.36986301369863,0,5.47945205479452
"264",-34.0287,114.8589,20201031,14:24:30,NA,NA,NA,42.4,0,0,80,80,0,0,48.7179487179487,0,0,0,16.6666666666667,0,8.97435897435897,7.69230769230769,0,17.9487179487179
"66",-34.0187,114.8739,20201031,14:33:06,NA,NA,NA,42.5,0,0,80,80,0,0,19.4444444444444,0,0,0,51.3888888888889,0,20.8333333333333,0,0,8.33333333333333
"339",-34.0162,114.8814,20201031,14:40:57,NA,NA,NA,42.1,0,0,80,80,0,2.94117647058824,2.94117647058824,0,0,2.94117647058824,39.7058823529412,0,16.1764705882353,27.9411764705882,7.35294117647059,0
"262",-34.0146,114.8785,20201031,14:48:37,NA,NA,NA,42.1,0,0,80,80,0,0,18.3098591549296,0,0,0,60.5633802816901,0,7.04225352112676,2.8169014084507,0,11.2676056338028
"263",-34.0137,114.8739,20201031,14:57:46,NA,NA,NA,42.6,0,0,80,80,0,0,12.6582278481013,0,0,0,56.9620253164557,0,25.3164556962025,2.53164556962025,0,2.53164556962025
"278",-34.0087,114.8789,20201104,07:43:00,NA,NA,"Y",140,0,0,80,80,0,0,0,0,0,5.06329113924051,0,0,0,1.26582278481013,0,93.6708860759494
"40",-34.1112,114.6389,20201104,10:31:33,NA,NA,"Y",130,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"36",-34.1037,114.7139,20201104,10:42:42,NA,NA,"Y",129,0,0,80,80,0,0,1.26582278481013,0,0,0,0,0,0,0,0,98.7341772151899
"37",-34.1037,114.7189,20201104,10:54:04,NA,NA,"Y",129,0,0,80,80,0,0,0,0,0,1.25,0,0,0,0,0,98.75
"308",-34.1087,114.7189,20201104,11:08:18,NA,NA,"Y",125,0,0,80,80,0,0,0,0,0,2.5,0,0,0,0,0,97.5
"333",-34.1112,114.7289,20201104,11:20:14,NA,NA,"Y",125,0,0,80,80,0,0,2.5,0,1.25,3.75,0,0,0,2.5,0,90
"307",-34.113,114.7251,20201104,12:18:00,NA,NA,"Y",119,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"95",-34.1187,114.7264,20201104,12:33:38,NA,NA,"Y",127,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"98",-34.1262,114.7339,20201104,12:50:15,NA,NA,"Y",128,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"110",-34.1337,114.7314,20201104,13:03:23,NA,NA,"Y",129,0,0,80,80,0,0,0,0,0,0,0,0,0,1.25,0,98.75
"96",-34.1412,114.7289,20201104,13:16:25,NA,NA,"Y",126,0,0,80,80,0,0,0,0,0,1.2987012987013,0,0,0,0,0,98.7012987012987
"377",-34.1362,114.7364,20201104,13:36:50,NA,NA,"Y",115,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"59",-34.1387,114.7589,20201104,13:49:33,NA,NA,"Y",110,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"58",-34.1412,114.7664,20201104,14:02:50,NA,NA,"Y",94.3,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"62",-34.1362,114.7739,20201104,14:13:05,NA,NA,"Y",108,0,0,80,80,0,0,0,0,0,1.33333333333333,0,0,0,0,0,98.6666666666667
"297",-34.1337,114.7664,20201104,14:33:05,NA,NA,"Y",115,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"295",-34.1062,114.7489,20201104,14:43:23,NA,NA,"Y",112,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"331",-34.1037,114.7539,20201104,14:53:29,NA,NA,"Y",111,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"313",-34.0984,114.7501,20201104,15:04:00,NA,NA,"Y",105,0,0,80,80,0,0,0,0,0,0,0,0,0,1.31578947368421,0,98.6842105263158
"282",-34.1262,114.7339,20201107,06:52:16,NA,NA,NA,147,0,0,80,80,0,0,0,0,1.31578947368421,5.26315789473684,0,0,0,0,0,93.4210526315789
"265",-34.1462,114.5439,20201107,07:07:03,NA,NA,NA,148,0,0,80,80,0,0,0,0,0,13.9240506329114,0,0,0,8.86075949367089,0,77.2151898734177
"340",-34.1487,114.5364,20201107,07:21:23,NA,NA,NA,148,0,0,80,80,0,0,0,0,1.38888888888889,8.33333333333333,0,0,0,13.8888888888889,0,76.3888888888889
"281",-34.143,114.5378,20201107,07:34:00,NA,NA,NA,147,0,0,80,80,0,0,0,0,1.38888888888889,6.94444444444444,0,0,0,8.33333333333333,0,83.3333333333333
"283",-34.1387,114.5414,20201107,07:44:40,NA,NA,NA,149,0,0,80,80,0,0,0,0,0,8.86075949367089,0,0,0,3.79746835443038,0,87.3417721518987
"342",-34.1387,114.5364,20201107,08:22:30,NA,NA,NA,229,0,0,80,80,0,0,18.8679245283019,0,0,33.9622641509434,0,0,0,41.5094339622642,0,5.66037735849057
"288",-34.0958,114.4752,20201107,08:39:29,NA,NA,NA,201,0,0,80,80,0,0,0,0,0,0,0,0,0,4.47761194029851,0,95.5223880597015
"274",-34.0912,114.4814,20201107,08:51:59,NA,NA,NA,218,0,7,73,80,0,1.75438596491228,0,0,0,7.01754385964912,0,0,0,5.26315789473684,0,85.9649122807018
"286",-34.0787,114.4739,20201107,09:13:10,NA,NA,NA,203,0,0,80,80,0,0,0,0,0,1.58730158730159,0,0,0,1.58730158730159,0,96.8253968253968
"285",-34.0787,114.4789,20201107,09:26:10,NA,NA,NA,215,0,0,80,80,0,1.5625,0,0,0,15.625,0,0,0,18.75,0,64.0625
"341",-34.0737,114.4764,20201107,09:39:17,NA,NA,NA,215,0,0,80,80,0,0,0,0,0,21.875,0,1.5625,0,50,0,26.5625
"284",-34.0725,114.4776,20201107,10:33:35,NA,NA,"Y",230,0,4,76,80,0,0,0,0,0,0,0,0,0,9.52380952380952,0,90.4761904761905
"321",-34.0662,114.4764,20201107,10:54:39,NA,NA,"Y",242,0,0,80,80,0,1.88679245283019,0,0,0,1.88679245283019,0,0,0,5.66037735849057,0,90.5660377358491
"358",-34.0482,114.4681,20201107,11:08:35,NA,NA,"Y",213,0,0,80,80,0,0,0,0,0,0,0,0,0,3.50877192982456,0,96.4912280701754
"360",-34.0462,114.4764,20201107,11:22:49,NA,NA,"Y",255,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"248",-34.0437,114.4714,20201107,11:36:00,NA,NA,"Y",154,0,0,80,80,0,0,0,0,0,2.08333333333333,0,0,0,18.75,0,79.1666666666667
"135",-34.0362,114.4889,20201107,11:51:47,NA,NA,"Y",170,0,0,80,80,0,0,0,0,9.80392156862745,7.84313725490196,0,0,0,11.7647058823529,0,70.5882352941177
"247",-34.0337,114.4839,20201107,12:03:22,NA,NA,"Y",197,0,0,80,80,0,0,0,0,1.96078431372549,5.88235294117647,0,0,0,13.7254901960784,0,78.4313725490196
"136",-34.0337,114.4789,20201107,12:16:17,NA,NA,"Y",180,0,0,80,80,0,1.69491525423729,1.69491525423729,0,0,11.864406779661,0,0,0,18.6440677966102,0,66.1016949152542
"76",-34.0287,114.4789,20201107,12:33:47,NA,NA,"Y",233,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"78",-34.0237,114.4689,20201107,12:49:14,NA,NA,"Y",219,0,0,80,80,0,0,0,0,0,5,0,0,0,1.66666666666667,0,93.3333333333333
"63",-34.0162,114.4689,20201107,13:02:42,NA,NA,"Y",203,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"77",-34.0112,114.4739,20201107,13:16:24,NA,NA,"Y",221,0,0,80,80,0,0,0,0,0,0,0,0,0,3.03030303030303,0,96.969696969697
"347",-34.0112,114.4664,20201107,13:44:04,NA,NA,NA,146,0,0,80,80,0,0,0,0,0,4.34782608695652,0,0,0,1.44927536231884,0,94.2028985507246
"322",-34.0287,114.5414,20201107,13:56:13,NA,NA,NA,145,0,0,80,80,0,0,0,0,3.33333333333333,0,0,0,0,6.66666666666667,0,90
"346",-34.0327,114.5439,20201107,14:08:00,NA,NA,NA,145,0,0,80,80,0,0,0,0,6.25,1.5625,0,0,0,3.125,0,89.0625
"345",-34.0262,114.5464,20201107,14:17:40,NA,NA,NA,146,0,0,80,80,0,0,0,0,0,1.53846153846154,0,0,0,4.61538461538462,0,93.8461538461538
"49",-34.0287,114.5514,20201108,07:03:31,NA,NA,"y",130,0,0,80,80,0,0,0,0,1.36986301369863,4.10958904109589,0,0,0,0,0,94.5205479452055
"47",-34.0612,114.7064,20201108,07:14:14,NA,NA,"y",127,0,0,80,80,0,0,0,0,0,0,0,0,0,1.25,0,98.75
"46",-34.0637,114.7114,20201108,07:25:59,NA,NA,"y",125,0,1,79,80,0,1.61290322580645,1.61290322580645,0,0,56.4516129032258,0,0,0,4.83870967741935,0,35.4838709677419
"290",-34.0687,114.7114,20201108,07:38:01,NA,NA,"y",124,0,0,80,80,0,0,0,0,0,0,0,0,0,1.36986301369863,0,98.6301369863014
"302",-34.0687,114.7189,20201108,07:48:30,NA,NA,"y",122,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"329",-34.0712,114.7239,20201108,07:59:37,NA,NA,"y",118,0,5,75,80,0,0,0,0,1.69491525423729,40.6779661016949,0,0,0,18.6440677966102,0,38.9830508474576
"117",-34.0648,114.7266,20201108,08:11:19,NA,NA,"y",112,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"113",-34.0637,114.7389,20201108,08:21:39,NA,NA,"y",111,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,100
"115",-34.0587,114.7389,20201108,08:31:25,NA,NA,"y",111,0,0,80,80,0,0,0,0,0,2.56410256410256,0,0,0,0,0,97.4358974358974
