"campaignid","sample","latitude","longitude","depth","method","depth.multibeam","slope","aspect","roughness","tpi","flowdir","detrended"
"2020-10_south-west_stereo-BRUVs","IO210",-34.09118897,114.8738721,43.5,"BRUV",43.5444564819336,0.0204819329082966,2.63784766197205,0.271453410387039,0.0927882120013237,1,-0.571295261383057
"2020-10_south-west_stereo-BRUVs","IO211",-34.05618897,114.9063721,43.5,"BRUV",45.161506652832,0.0441244319081306,3.03247237205505,0.465435028076172,0.209395498037338,1,1.11560535430908
"2020-10_south-west_stereo-BRUVs","IOC06",-34.048689,114.876372,41.5,"BRUV",43.0109443664551,0.0151884146034718,2.70702147483826,0.153023704886436,-0.0390498898923397,1,-0.533647358417511
"2020-10_south-west_stereo-BRUVs","IO216",-34.06118897,114.9163721,47.5,"BRUV",49.1489028930664,0.0147570194676518,2.1850905418396,0.189138561487198,-0.0105741480365396,1,-2.67233324050903
"2020-10_south-west_stereo-BRUVs","IO217",-34.06618897,114.9188721,47.1,"BRUV",48.9898262023926,0.00512141780927777,5.5519380569458,0.102575033903122,0.0278605781495571,16,-3.05967783927917
"2020-10_south-west_stereo-BRUVs","IO218",-34.07368897,114.9213721,46.8,"BRUV",48.042423248291,0.0100928610190749,4.44660997390747,0.14501228928566,0.00308661721646786,16,-2.57749199867249
"2020-10_south-west_stereo-BRUVs","IO220",-34.05618897,114.8438721,43.7,"BRUV",45.2445335388184,0.00368701037950814,5.43181753158569,0.0561291500926018,-0.0160788297653198,64,-1.39459085464478
"2020-10_south-west_stereo-BRUVs","IO222",-34.06618897,114.8313721,45,"BRUV",47.0668029785156,0.00867082830518484,0.659488797187805,0.113450415432453,0.0277473758906126,1,0.787986934185028
"2020-10_south-west_stereo-BRUVs","IO223",-34.07118897,114.8463721,42.9,"BRUV",44.5804786682129,0.0448356680572033,0.238639011979103,0.492157727479935,0.0375465825200081,1,-0.038769107311964
"2020-10_south-west_stereo-BRUVs","IO224",-34.06118897,114.8388721,43.6,"BRUV",45.5779113769531,0.0128636034205556,2.30205941200256,0.162884503602982,-0.0223447512835264,1,-0.25942263007164
"2020-10_south-west_stereo-BRUVs","IO225",-34.07118897,114.8338721,44.9,"BRUV",46.7266235351562,0.00801679212599993,5.51101779937744,0.114013098180294,-0.0320116728544235,64,1.04481339454651
"2020-10_south-west_stereo-BRUVs","IO226",-34.06368897,114.8438721,42.8,"BRUV",45.0395240783691,0.00807511061429977,5.21813488006592,0.173603385686874,0.044159509241581,16,-0.581985473632812
"2020-10_south-west_stereo-BRUVs","IO235",-34.06618897,114.9138721,46.5,"BRUV",48.3635025024414,0.0220952089875937,5.03687810897827,0.184455037117004,-0.000980594893917441,16,-2.59898567199707
"2020-10_south-west_stereo-BRUVs","IO236",-34.08118897,114.9238721,46.8,"BRUV",47.212718963623,0.00311262207105756,0.646905064582825,0.159580409526825,0.0852798745036125,1,-1.68795800209045
"2020-10_south-west_stereo-BRUVs","IO237",-34.08118897,114.9363721,43.2,"BRUV",44.6443290710449,0.0157771427184343,5.27653551101685,0.198263421654701,0.063244953751564,16,0.414495438337326
"2020-10_south-west_stereo-BRUVs","IO239",-34.09118897,114.9313721,45.9,"BRUV",46.4702949523926,0.00912100728601217,3.50116109848022,0.174415841698647,0.0293895453214645,1,-0.514435231685638
"2020-10_south-west_stereo-BRUVs","IO264",-34.01868897,114.8738721,42,"BRUV",43.5122833251953,0.0155911520123482,4.78934240341187,0.177388116717339,0.0103508364409208,16,-0.975126564502716
"2020-10_south-west_stereo-BRUVs","IO266",-34.02118897,114.7588721,67.3,"BRUV",68.8574523925781,0.00560329342260957,5.2212119102478,0.0464423522353172,0.00187039631418884,16,3.27504992485046
"2020-10_south-west_stereo-BRUVs","IO267",-34.02618897,114.7638721,62.5,"BRUV",64.5450592041016,0.0143635999411345,4.42311429977417,0.156918227672577,0.059410136193037,16,3.29358506202698
"2020-10_south-west_stereo-BRUVs","IO291",-34.08368897,114.7488721,109,"BRUV",110.938209533691,0.00927691720426083,4.9156379699707,0.200377628207207,0.0597576498985291,16,-3.365483045578
"2020-10_south-west_stereo-BRUVs","IO293",-34.08868897,114.7588721,111,"BRUV",97.463249206543,0.0199352130293846,5.13522577285767,0.339440584182739,0.143855795264244,16,0.789582312107086
"2020-10_south-west_stereo-BRUVs","IO294",-34.08368897,114.7538721,114,"BRUV",103.135696411133,0.0162508990615606,3.4193217754364,0.18002100288868,0.0649144053459167,16,-1.00631070137024
"2020-10_south-west_stereo-BRUVs","IO295",-34.10368897,114.7538721,109,"BRUV",111.865882873535,0.0157812368124723,4.36691617965698,0.169879496097565,-0.0167573560029268,16,-1.10815346240997
"2020-10_south-west_stereo-BRUVs","IO297",-34.10618897,114.7488721,114,"BRUV",116.420806884766,0.00548155466094613,5.5842604637146,0.0740857496857643,0.00101594324223697,16,-0.275159150362015
"2020-10_south-west_stereo-BRUVs","IO3",-34.07618897,114.7838721,62,"BRUV",63.8271942138672,0.00905114784836769,2.00000262260437,0.149193525314331,-0.0159253906458616,1,-1.72064554691315
"2020-10_south-west_stereo-BRUVs","IO306",-34.10118897,114.7338721,124,"BRUV",123.75318145752,0.0133850704878569,4.97723627090454,0.143818244338036,-0.0350492559373379,16,0.116119660437107
"2020-10_south-west_stereo-BRUVs","IO308",-34.11118897,114.7288721,126,"BRUV",127.938461303711,0.00161183113232255,3.63153648376465,0.147516831755638,-0.0999175533652306,64,1.11299633979797
"2020-10_south-west_stereo-BRUVs","IO310",-34.05868897,114.7738721,64.7,"BRUV",66.4332122802734,0.018620016053319,3.72022199630737,0.193088635802269,0.00485529284924269,16,1.15599095821381
"2020-10_south-west_stereo-BRUVs","IO311",-34.05618897,114.7688721,66.1,"BRUV",68.142951965332,0.05435436591506,4.29347658157349,0.546657025814056,0.0095237772911787,16,3.83554482460022
"2020-10_south-west_stereo-BRUVs","IO312",-34.05868897,114.7788721,61.2,"BRUV",62.5155296325684,0.0388182066380978,0.122407585382462,0.34496146440506,-0.0110633885487914,1,0.607216000556946
"2020-10_south-west_stereo-BRUVs","IO313",-34.09618897,114.7563721,108,"BRUV",105.474250793457,0.020100574940443,4.69585800170898,0.212352320551872,0.0320427864789963,16,-0.561267375946045
"2020-10_south-west_stereo-BRUVs","IO319",-34.09368897,114.7313721,124,"BRUV",123.514381408691,0.0117351999506354,3.2642560005188,0.173707202076912,-0.0418502502143383,4,-0.255840301513672
"2020-10_south-west_stereo-BRUVs","IO327",-34.02946667,114.7623833,65.4,"BRUV",68.0822677612305,0.0626635253429413,3.62614631652832,0.738942325115204,-0.0700967609882355,16,1.84452152252197
"2020-10_south-west_stereo-BRUVs","IO329",-34.06481667,114.7266333,121,"BRUV",119.754028320312,0.00909778289496899,2.71583080291748,0.100801154971123,0.0154979806393385,1,3.43991255760193
"2020-10_south-west_stereo-BRUVs","IO330",-34.08833333,114.7545,116,"BRUV",104.475830078125,0.0308287795633078,3.90981388092041,0.334849119186401,-0.0128930862993002,16,-1.0078661441803
"2020-10_south-west_stereo-BRUVs","IO331",-34.0984,114.75005,112,"BRUV",113.951141357422,0.00443462887778878,2.51235389709473,0.100793793797493,-0.0703336969017982,8,-1.53672111034393
"2020-10_south-west_stereo-BRUVs","IO332",-34.09718333,114.7344833,124,"BRUV",122.686325073242,0.0121352719143033,4.92943048477173,0.127494350075722,-0.0614568963646889,32,-0.219289839267731
"2020-10_south-west_stereo-BRUVs","IO333",-34.11301667,114.7251333,127,"BRUV",129.646667480469,0.0250718370079994,1.80177927017212,0.266453981399536,-0.0631539449095726,1,1.8761899471283
"2020-10_south-west_stereo-BRUVs","IO334",-34.06155,114.7753667,64,"BRUV",64.3121871948242,0.0103932656347752,4.89234781265259,0.121318489313126,-0.0428724735975266,16,2.56419444084167
"2020-10_south-west_stereo-BRUVs","IO335",-34.06686667,114.7939833,58,"BRUV",55.6530609130859,0.0187101755291224,1.86122357845306,0.183412149548531,0.0176261533051729,1,-0.32679095864296
"2020-10_south-west_stereo-BRUVs","IO336",-34.0924,114.8663667,43.2,"BRUV",43.8465003967285,0.0139455068856478,2.61396932601929,0.218288093805313,-0.0223465152084827,1,-1.1989198923111
"2020-10_south-west_stereo-BRUVs","IO339",-34.01461667,114.8785,41.1,"BRUV",43.1958847045898,0.120608262717724,2.66976475715637,1.08627915382385,-0.0573793612420559,1,-0.540106177330017
"2020-10_south-west_stereo-BRUVs","IO34",-34.06118897,114.8713721,41.3,"BRUV",41.6334991455078,0.0037939737085253,4.41403007507324,0.051752120256424,-0.00730139994993806,16,0.710711061954498
"2020-10_south-west_stereo-BRUVs","IO353",-34.05436667,114.8390667,44.1,"BRUV",45.7797164916992,0.00811530090868473,2.96181225776672,0.0995716899633408,0.00396050466224551,1,-1.13807332515717
"2020-10_south-west_stereo-BRUVs","IO354",-34.06605,114.84,45,"BRUV",45.2560234069824,0.0484213158488274,1.09929704666138,0.711502254009247,0.166377916932106,1,0.319853603839874
"2020-10_south-west_stereo-BRUVs","IO355",-34.05473333,114.9111,45,"BRUV",48.2121391296387,0.0124946748837829,2.10110330581665,0.123001247644424,0.0227356590330601,1,-1.16762435436249
"2020-10_south-west_stereo-BRUVs","IO356",-34.06956667,114.9184667,46.8,"BRUV",48.0400314331055,0.0629106312990189,3.18541526794434,0.650116205215454,-0.151162832975388,16,-2.40649914741516
"2020-10_south-west_stereo-BRUVs","IO357",-34.08496667,114.928,45.9,"BRUV",46.9443626403809,0.0270079486072063,3.51379728317261,0.293936163187027,-0.0441990569233894,16,-1.29723262786865
"2020-10_south-west_stereo-BRUVs","IO365",-34.02368897,114.7538721,73.7,"BRUV",74.8368835449219,0.044084545224905,3.27218174934387,0.460404813289642,-0.0234606489539146,1,3.36517739295959
"2020-10_south-west_stereo-BRUVs","IO4",-34.09118897,114.7813721,65.6,"BRUV",66.2459106445312,0.0103950127959251,3.76189374923706,0.155126079916954,0.00698157493025064,16,1.96548807621002
"2020-10_south-west_stereo-BRUVs","IO5",-34.08868897,114.7763721,66.7,"BRUV",67.9530410766602,0.0581219382584095,5.25726509094238,0.771015584468842,-0.289277821779251,32,5.7736439704895
"2020-10_south-west_stereo-BRUVs","IO62",-34.13368897,114.7663721,105,"BRUV",107.089500427246,0.0288272947072983,4.55966567993164,0.251429378986359,0.0118069527670741,16,-4.74608469009399
"2020-10_south-west_stereo-BRUVs","IO66",-34.01618897,114.8813721,42.8,"BRUV",43.9862594604492,0.00477563636377454,1.98938608169556,0.0963488444685936,0.0495943836867809,1,-1.2844831943512
"2020-10_south-west_stereo-BRUVs","IO72",-34.03618897,114.8463721,43.6,"BRUV",44.8937377929688,0.00777726480737329,1.96941900253296,0.144326627254486,-0.0370512716472149,4,-1.04367566108704
"2020-10_south-west_stereo-BRUVs","IO73",-34.02868897,114.8588721,40.4,"BRUV",42.7724189758301,0.00659455312415957,4.85594987869263,0.117185570299625,-0.0391493700444698,32,0.329768925905228
"2020-10_south-west_stereo-BRUVs","IO74",-34.02868897,114.8513721,42.2,"BRUV",43.6176948547363,0.0401049293577671,3.93464469909668,0.443297833204269,0.126659348607063,16,0.317104399204254
"2020-10_south-west_stereo-BRUVs","IO75",-34.03368897,114.8538721,42.2,"BRUV",43.3397064208984,0.0105760274454951,3.87344694137573,0.343008130788803,-0.127494648098946,4,-0.124360449612141
"2020-10_south-west_stereo-BRUVs","IO80",-34.09368897,114.8888721,41.6,"BRUV",43.3240814208984,0.00773208681493998,5.75593757629395,0.173669368028641,0.0024007314350456,32,0.949510753154755
"2020-10_south-west_stereo-BRUVs","IO81",-34.09868897,114.8913721,42,"BRUV",43.4842071533203,0.00425382424145937,6.09019327163696,0.0805202722549438,0.0449133813381195,16,0.984733760356903
"2020-10_south-west_stereo-BRUVs","IO91",-34.09368897,114.8938721,43.5,"BRUV",43.9561996459961,0.00301470863632858,2.96203684806824,0.0483486987650394,0.00642768992111087,1,0.726822257041931
"2020-10_south-west_stereo-BRUVs","IO92",-34.09868897,114.8863721,42.3,"BRUV",43.1557731628418,0.00519266398623586,0.651881873607635,0.232062593102455,0.114127837121487,1,0.88773250579834
"2020-10_south-west_stereo-BRUVs","IOC04",-34.08755,114.749265,109,"BRUV",111.827835083008,0.0155314318835735,4.23333549499512,0.174964338541031,0.0258505064994097,16,-3.08182239532471
"2020-10_south-west_stereo-BRUVs","IOC05",-34.05394,114.899843,43.2,"BRUV",44.5112724304199,0.00568532384932041,5.06285905838013,0.0818845257163048,0.0359132997691631,16,1.01801919937134
"2020-10_south-west_stereo-BRUVs","IO215",-34.06868897,114.9263721,46.7,"BRUV",47.6453475952148,0.0114597426727414,4.37252950668335,0.11937602609396,0.000983458943665028,16,-2.01162123680115
"2021-03_West-Coast_BOSS","148",-34.0518,114.925,46.6,"BOSS",48.6064300537109,0.0225354172289371,6.04973459243774,0.314443022012711,0.179710164666176,16,-0.586004734039307
"2021-03_West-Coast_BOSS","2",-34.0604,114.924,47.3,"BOSS",48.9218826293945,0.0423611886799335,4.13919925689697,0.477385550737381,-0.0353736877441406,16,-2.26083040237427
"2021-03_West-Coast_BOSS","99",-34.0555,114.916,47.2,"BOSS",49.0374946594238,0.00439033750444651,0.968702375888824,0.073315791785717,-0.0299423150718212,128,-1.69195652008057
"2021-03_West-Coast_BOSS","127",-34.0545,114.91,44,"BOSS",46.2981109619141,0.0298471562564373,0.203874811530113,0.500425159931183,0.0675293132662773,1,0.653820157051086
"2021-03_West-Coast_BOSS","43",-34.0521,114.909,45.5,"BOSS",46.2688598632812,0.0419099517166615,0.499979734420776,0.537062406539917,0.129193857312202,1,0.880612015724182
"2021-03_West-Coast_BOSS","110",-34.0505,114.907,45,"BOSS",46.4092903137207,0.0683312341570854,1.20989167690277,0.827652871608734,-0.0958281382918358,1,0.633598029613495
"2021-03_West-Coast_BOSS","139",-34.0616,114.898,44,"BOSS",44.5480537414551,0.00767748896032572,2.88439154624939,0.0815132334828377,-0.00963347591459751,1,0.218727290630341
"2021-03_West-Coast_BOSS","133",-34.075,114.911,44,"BOSS",46.0350151062012,0.0109854694455862,1.15674877166748,0.131347507238388,-0.0473098009824753,64,-0.823309123516083
"2021-03_West-Coast_BOSS","52",-34.0826,114.915,46.1,"BOSS",46.4090385437012,0.0738256350159645,0.102230943739414,0.684227764606476,0.127872779965401,1,-0.91576474905014
"2021-03_West-Coast_BOSS","91",-34.0807,114.928,44.8,"BOSS",46.4495086669922,0.0234822444617748,4.18757343292236,0.338193148374557,-0.0431726761162281,16,-1.02103400230408
"2021-03_West-Coast_BOSS","47",-34.0832,114.926,45.1,"BOSS",46.2821273803711,0.0426972955465317,4.94440841674805,0.484084874391556,-0.0880685597658157,16,-0.69193422794342
"2021-03_West-Coast_BOSS","16",-34.0848,114.924,44.1,"BOSS",45.1357765197754,0.00369374360889196,4.86680030822754,0.162455469369888,0.0215955972671509,1,0.563821136951447
"2021-03_West-Coast_BOSS","38",-34.0904,114.917,45.4,"BOSS",46.6516609191895,0.0587911903858185,1.05897212028503,0.722575306892395,0.0982353314757347,1,-0.712427616119385
