"campaignid","sample","latitude","longitude","depth","depth.multibeam","slope","aspect","roughness","tpi","flowdir","detrended"
"2020-10_south-west_BOSS","235",-34.0912,114.9364,47,44.6184616088867,0.0111631257459521,3.88093590736389,0.139260947704315,0.0125269629061222,16,1.06314873695374
"2020-10_south-west_BOSS","217",-34.0662,114.9139,46.3,48.2671127319336,0.00719131110236049,0.55404657125473,0.137657314538956,0.0378586016595364,1,-2.50395488739014
"2020-10_south-west_BOSS","215",-34.0662,114.9189,46.9,49.0032424926758,0.0176688116043806,3.48800325393677,0.1745535582304,0.038767047226429,16,-3.07678294181824
"2020-10_south-west_BOSS","356",-34.0687,114.9264,47.2,47.603645324707,0.0102883651852608,4.32673835754395,0.0989065766334534,0.00368986860848963,16,-1.9713944196701
"2020-10_south-west_BOSS","218",-34.0696,114.9185,46.5,48.0942077636719,0.037733618170023,3.3787202835083,0.378514468669891,-0.0344265550374985,4,-2.46237921714783
"2020-10_south-west_BOSS","102",-34.0737,114.9214,46.4,48.042423248291,0.0100928610190749,4.44660997390747,0.14501228928566,0.00308661721646786,16,-2.57749199867249
"2020-10_south-west_BOSS","100",-34.0712,114.9114,44.5,47.0960121154785,0.00724186189472675,1.50198066234589,0.130739077925682,-0.0310235396027565,1,-1.78180658817291
"2020-10_south-west_BOSS","119",-34.0762,114.9089,43.5,45.0910873413086,0.0112025616690516,2.68355751037598,0.102293722331524,0.0275074914097786,1,0.0347711853682995
"2020-10_south-west_BOSS","101",-34.0762,114.9039,43.4,44.7014083862305,0.00842415168881416,5.7658166885376,0.107054360210896,-0.0324675180017948,64,0.180387139320374
"2020-10_south-west_BOSS","236",-34.0787,114.8964,46,43.8172836303711,0.0055755409412086,1.72036755084991,0.230195820331573,0.00934472028166056,2,0.653239727020264
"2020-10_south-west_BOSS","237",-34.0812,114.9239,43.2,47.251838684082,0.00378117896616459,3.78483629226685,0.159580409526825,0.0336231291294098,32,-1.72745454311371
"2020-10_south-west_BOSS","C02",-34.0812,114.9364,45,44.6405220031738,0.0041362140327692,0.625551581382751,0.102926775813103,0.0349650532007217,1,0.4155233502388
"2020-10_south-west_BOSS","235REDO",-34.0854,114.9279,44.3,46.8418464660645,0.0331958644092083,4.86035013198853,0.470424026250839,-0.138291954994202,16,-1.16507422924042
"2020-10_south-west_BOSS","239",-34.0912,114.9364,45.3,44.6184616088867,0.0111631257459521,3.88093590736389,0.139260947704315,0.0125269629061222,16,1.06314873695374
"2020-10_south-west_BOSS","91",-34.0912,114.9314,42.7,46.561107635498,0.0100434776395559,2.85265851020813,0.159352287650108,-0.0938188433647156,8,-0.60696542263031
"2020-10_south-west_BOSS","80",-34.0937,114.8939,43.1,43.9565849304199,0.00491535849869251,4.25009965896606,0.0940881818532944,0.0198906343430281,16,0.730134427547455
"2020-10_south-west_BOSS","81",-34.0937,114.8889,43.3,43.340404510498,0.0224056728184223,3.16222882270813,0.307799011468887,0.0183604210615158,4,0.937126278877258
"2020-10_south-west_BOSS","92",-34.0987,114.8914,41.3,43.4842071533203,0.00425382424145937,6.09019327163696,0.0805202722549438,0.0449133813381195,16,0.984733760356903
"2020-10_south-west_BOSS","210",-34.0987,114.8864,43.9,43.2670783996582,0.0154014099389315,0.768531024456024,0.232062593102455,0.00268259295262396,64,0.780187487602234
"2020-10_south-west_BOSS","336",-34.0912,114.8739,43.1,43.5444564819336,0.0204819329082966,2.63784766197205,0.271453410387039,0.0927882120013237,1,-0.571295261383057
