"campaignid","sample","slope","aspect","roughness","tpi","detrended"
"2020-10_south-west_stereo-BRUVs","IO34",6.93889390390723e-18,4.71238899230957,0,0,31.2591171264648
"2020-10_south-west_stereo-BRUVs","IO343",0.00235070404596627,4.31748247146606,1,-0.5,-7.06712484359741
"2020-10_south-west_stereo-BRUVs","IO344",0.000904369226191193,3.14159274101257,1,0.25,-12.4260406494141
"2020-10_south-west_stereo-BRUVs","IO344",0.000904369226191193,3.14159274101257,1,0.25,-12.4260406494141
"2020-10_south-west_stereo-BRUVs","IO349",0.00211741589009762,0.875433564186096,1,-0.375,2.10923838615417
"2020-10_south-west_stereo-BRUVs","IO350",0.00216779322363436,4.71238899230957,1,0.375,1.13330817222595
"2020-10_south-west_stereo-BRUVs","IO351",0.00211752625182271,2.26611566543579,1,0.625,3.30299425125122
"2020-10_south-west_stereo-BRUVs","IO352",1.38777878078145e-17,4.71238899230957,0,0,1.75199294090271
"2020-10_south-west_stereo-BRUVs","IO353",0.00216849613934755,4.71238899230957,1,-0.375,35.9075965881348
"2020-10_south-west_stereo-BRUVs","IO354",0.00168829516042024,4.44124412536621,1,-0.25,36.2305221557617
"2020-10_south-west_stereo-BRUVs","IO355",0.00469901831820607,1.9659126996994,3,-0.375,14.1826133728027
"2020-10_south-west_stereo-BRUVs","IO356",0.000706027145497501,0.875694572925568,1,-0.125,11.5296096801758
"2020-10_south-west_stereo-BRUVs","IO357",0.00325398589484394,4.71238899230957,3,-0.375,12.2610197067261
"2020-10_south-west_stereo-BRUVs","IO36",0.00470138201490045,4.31748247146606,3,0.375,-15.1524515151978
"2020-10_south-west_stereo-BRUVs","IO361",0.0254970844835043,4.49797868728638,14,-0.625,15.7550792694092
"2020-10_south-west_stereo-BRUVs","IO363",0.0101205753162503,4.44100046157837,5,2.625,37.9698066711426
"2020-10_south-west_stereo-BRUVs","IO364",0.00421703001484275,3.68137431144714,3,-0.375,-12.4446306228638
"2020-10_south-west_stereo-BRUVs","IO365",0.0212931297719479,4.97002553939819,14,-0.375,22.2584133148193
"2020-10_south-west_stereo-BRUVs","IO369",0,1.57079637050629,0,0,4.59875249862671
"2020-10_south-west_stereo-BRUVs","IO37",0.00403235061094165,4.36928081512451,3,-0.5,-17.0232810974121
"2020-10_south-west_stereo-BRUVs","IO370",0.00211701169610023,4.01686668395996,1,0.375,-10.2046365737915
"2020-10_south-west_stereo-BRUVs","IO372",0.000705720507539809,4.01692485809326,1,0.125,-9.26612281799316
"2020-10_south-west_stereo-BRUVs","IO374",0.0265713911503553,4.76345252990723,14,1.5,30.330150604248
"2020-10_south-west_stereo-BRUVs","IO377",0.00980951450765133,4.62006759643555,5,0.625,-10.1310062408447
"2020-10_south-west_stereo-BRUVs","IO378",0.00146072602365166,0.379947066307068,1,0.5,-8.22870635986328
"2020-10_south-west_stereo-BRUVs","IO379",0.00168861902784556,4.44129705429077,1,-0.25,-14.4665565490723
"2020-10_south-west_stereo-BRUVs","IO4",0.00740423984825611,5.02269458770752,4,0.25,32.5203285217285
"2020-10_south-west_stereo-BRUVs","IO40",0.00470138201490045,4.31748247146606,3,0.375,-15.7921075820923
"2020-10_south-west_stereo-BRUVs","IO46",0.00511631928384304,5.27132034301758,4,0.125,-12.0161294937134
"2020-10_south-west_stereo-BRUVs","IO47",0.00421775225549936,3.68166017532349,3,-0.375,-12.1453008651733
"2020-10_south-west_stereo-BRUVs","IO49",0.00571541488170624,5.03438806533813,4,0.25,-11.8495416641235
"2020-10_south-west_stereo-BRUVs","IO5",0.0119311101734638,4.71238899230957,6,-0.5,28.8160858154297
"2020-10_south-west_stereo-BRUVs","IO58",0.0145643334835768,4.46140050888062,9,-0.5,3.72337770462036
"2020-10_south-west_stereo-BRUVs","IO59",0.0146584389731288,4.68153810501099,7,-0.5,-6.10693597793579
"2020-10_south-west_stereo-BRUVs","IO62",0.0154712907969952,4.38510227203369,9,-0.875,-4.30069208145142
"2020-10_south-west_stereo-BRUVs","IO64",0.00216747401282191,1.57079637050629,1,0.375,20.2302799224854
"2020-10_south-west_stereo-BRUVs","IO65",0.000705744954757392,2.26623153686523,1,0.125,23.2062091827393
"2020-10_south-west_stereo-BRUVs","IO66",3.46944695195361e-18,4.71238899230957,0,0,25.3758945465088
"2020-10_south-west_stereo-BRUVs","IO71",0.00433441717177629,4.71238899230957,2,0,-10.2944889068604
"2020-10_south-west_stereo-BRUVs","IO72",0.00216804863885045,4.71238899230957,1,-0.375,34.414981842041
"2020-10_south-west_stereo-BRUVs","IO73",6.93889390390723e-18,4.71238899230957,0,0,32.820369720459
"2020-10_south-west_stereo-BRUVs","IO74",0.00168760225642473,4.9836483001709,1,0.25,33.8608818054199
"2020-10_south-west_stereo-BRUVs","IO75",0.00216798484325409,4.71238899230957,1,-0.375,33.3098831176758
"2020-10_south-west_stereo-BRUVs","IO80",0.00216952036134899,1.57079637050629,1,-0.375,25.3375244140625
"2020-10_south-west_stereo-BRUVs","IO81",0.00168889679480344,1.29975020885468,1,-0.25,24.7865238189697
"2020-10_south-west_stereo-BRUVs","IO91",3.46944695195361e-18,1.57079637050629,0,0,23.977180480957
"2020-10_south-west_stereo-BRUVs","IO92",0.000706174701917917,0.875868856906891,1,0.125,27.1468658447266
"2020-10_south-west_stereo-BRUVs","IO95",0.00638227676972747,4.35028171539307,4,-0.625,-15.652214050293
"2020-10_south-west_stereo-BRUVs","IO96",0.00571997463703156,4.39065599441528,3,0.5,-16.0740451812744
"2020-10_south-west_stereo-BRUVs","IO98",0.00565071823075414,4.01766490936279,4,0,-16.7782859802246
"2020-10_south-west_stereo-BRUVs","IOC04",0.0118204420432448,4.98346567153931,7,-1,-5.70202493667603
"2020-10_south-west_stereo-BRUVs","IOC05",0.00216849613934755,1.57079637050629,2,0,20.5834712982178
"2020-10_south-west_stereo-BRUVs","IO215",0.00282410159707069,5.40749073028564,3,-0.375,10.4890937805176
"2020-10_south-west_stereo-BRUVs","IOCP11-1",0.0076379650272429,4.59370851516724,4,0.375,-9.87265777587891
"2020-10_south-west_stereo-BRUVs","IOCP11-2",0.00721493037417531,4.11310482025146,5,0.25,-10.7091684341431
"2020-10_south-west_stereo-BRUVs","IOCP2311",1.38777878078145e-17,4.71238899230957,0,0,0.619724094867706
"2020-10_south-west_stereo-BRUVs","IOREDO344",0.000904369226191193,3.14159274101257,1,0.25,-12.4260406494141
"2020-10_south-west_stereo-BRUVs","IOREDO344",0.000904369226191193,3.14159274101257,1,0.25,-12.4260406494141
