"campaignid","sample","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number"
"2020-10_south-west_stereo-BRUVs","IO148","IO","MBH",-34.01118897,114.5963721,20201123,"10:31","South-west","Fished","C.IO.46",140,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5.5",NA
"2020-10_south-west_stereo-BRUVs","IO15","IO","MBH",-34.06118897,114.8663721,20201016,"7:59:00","South-west","No-take","C.IO.35",40.8,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO152","IO","MBH",-33.98118897,114.8688721,20201013,"12:18:00","South-west","Fished","C.IO.37",41.2,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO153","IO","MBH",-34.04618897,114.8888721,20201016,"7:36:00","South-west","Fished","C.IO.65",42.6,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO155","IO","MBH",-34.04368897,114.8838721,20201016,"7:42:00","South-west","Fished","C.IO.65",41.9,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO157","IO","MBH",-33.97118897,114.8238721,20201013,"10:14:00","South-west","Fished","C.IO.33",45.6,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO158","IO","MBH",-33.98118897,114.8188721,20201013,"10:21:00","South-west","Fished","C.IO.33",44.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO16","IO","MBH",-34.07368897,114.8688721,20201016,"9:43:00","South-west","No-take","C.IO.35",41.4,"Daphne","Yes","No","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO164","IO","MBH",-34.03368897,114.9038721,20201016,"7:14:00","South-west","Fished","C.IO.62",44.1,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO165","IO","MBH",-34.04368897,114.8988721,20201016,"7:23:00","South-west","Fished","C.IO.62",42.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO17","IO","MBH",-34.06368897,114.8763721,20201016,"8:07:00","South-west","No-take","C.IO.35",41.1,"Daphne","Yes","No","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO180","IO","MBH",-33.99618897,114.7038721,20201123,"12:36","South-west","Fished","C.IO.41",122,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO184","IO","MBH",-34.04118897,114.9038721,20201016,"7:19:00","South-west","Fished","C.IO.62",45.9,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO189","IO","MBH",-33.98868897,114.6638721,20201023,"12:31:00","South-west","Fished","C.IO.40",139,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO191","IO","MBH",-33.99868897,114.6713721,20201023,"12:20:00","South-west","Fished","C.IO.40",137,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO192","IO","MBH",-33.98618897,114.6688721,20201023,"12:36:00","South-west","Fished","C.IO.40",138,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO194","IO","MBH",-33.99618897,114.6638721,20201023,"12:24:00","South-west","Fished","C.IO.40",139,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO195","IO","Legacy",-34.09368897,114.8588721,20201016,"9:57:00","South-west","No-take","C.IO.6",43.4,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO199","IO","Legacy",-34.08618897,114.8613721,20201016,"9:51:00","South-west","No-take","C.IO.6",42.1,"Claude","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO201","IO","Legacy",-34.05618897,114.8338721,20201015,"14:46:00","South-west","No-take","C.IO.5",45.3,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO204","IO","Legacy",-34.06618897,114.7863721,20201015,"10:35:00","South-west","No-take","C.IO.7",61.5,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO206","IO","Legacy",-34.06368897,114.7913721,20201015,"10:28:00","South-west","No-take","C.IO.7",58.2,"Daphne","Yes","No","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO207","IO","Legacy",-34.06118897,114.7863721,20201015,"10:23:00","South-west","No-take","C.IO.7",60.4,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO210","IO","Legacy",-34.09118897,114.8738721,20201016,"10:09:00","South-west","No-take","C.IO.6",43.5,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO211","IO","Legacy",-34.05618897,114.9063721,20201029,"10:42:00","South-west","No-take","C.IO.3",43.5,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IOC06","IO","Legacy",-34.048689,114.876372,20201016,"7:48:00","South-west","Fished","C.IO.65",41.5,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO216","IO","Legacy",-34.06118897,114.9163721,20201029,"10:33:00","South-west","No-take","C.IO.3",47.5,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO217","IO","Legacy",-34.06618897,114.9188721,20201016,"12:43:00","South-west","No-take","C.IO.2",47.1,"Claude","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO218","IO","Legacy",-34.07368897,114.9213721,20201016,"12:28:00","South-west","No-take","C.IO.2",46.8,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO220","IO","Legacy",-34.05618897,114.8438721,20201015,"14:39:00","South-west","No-take","C.IO.5",43.7,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO222","IO","Legacy",-34.06618897,114.8313721,20201015,"14:54:00","South-west","No-take","C.IO.4",45,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO223","IO","Legacy",-34.07118897,114.8463721,20201015,"14:25:00","South-west","No-take","C.IO.4",42.9,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO224","IO","Legacy",-34.06118897,114.8388721,20201015,"14:35:00","South-west","No-take","C.IO.4",43.6,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO225","IO","Legacy",-34.07118897,114.8338721,20201015,"14:20:00","South-west","No-take","C.IO.4",44.9,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO226","IO","Legacy",-34.06368897,114.8438721,20201015,"14:32:00","South-west","No-take","C.IO.4",42.8,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO227","IO","MBH",-33.99868897,114.7838721,20201019,"6:37:00","South-west","Fished","C.IO.42",52.9,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","CON2"
"2020-10_south-west_stereo-BRUVs","IO228","IO","MBH",-34.00368897,114.7938721,20201019,"6:46:00","South-west","Fished","C.IO.42",50.4,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO229","IO","MBH",-33.99368897,114.7863721,20201019,"6:31:00","South-west","Fished","C.IO.42",53,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","CON2"
"2020-10_south-west_stereo-BRUVs","IO235","IO","Legacy",-34.06618897,114.9138721,20201016,"12:49:00","South-west","No-take","C.IO.2",46.5,"Daphne","Yes","No","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO236","IO","Legacy",-34.08118897,114.9238721,20201016,"12:22:00","South-west","No-take","C.IO.1",46.8,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO237","IO","Legacy",-34.08118897,114.9363721,20201016,"12:15:00","South-west","No-take","C.IO.1",43.2,"Hayley","Yes","Yes",NA,"Cape Freycinet Sanctuary Zone","RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO239","IO","Legacy",-34.09118897,114.9313721,20201016,"12:05:00","South-west","No-take","C.IO.1",45.9,"Hayley","Yes","Yes",NA,"Cape Freycinet Sanctuary Zone","RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO241","IO","MBH",-33.99368897,114.7913721,20201019,"6:26:00","South-west","Fished","C.IO.42",50.6,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","CON2"
"2020-10_south-west_stereo-BRUVs","IO244","IO","MBH",-34.00368897,114.9063721,20201019,"11:35:00","South-west","Fished","C.IO.47",44.7,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO245","IO","MBH",-34.00868897,114.9013721,20201019,"11:30:00","South-west","Fished","C.IO.47",42.3,"Ramesh","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","CON2"
"2020-10_south-west_stereo-BRUVs","IO253","IO","MBH",-34.01368897,114.7038721,20201123,"12:15","South-west","Fished","C.IO.49",124,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO254","IO","MBH",-34.01868897,114.6963721,20201123,"12:10","South-west","Fished","C.IO.49",119,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5.5",NA
"2020-10_south-west_stereo-BRUVs","IO258","IO","Legacy",-33.96618897,114.9138721,20201019,"12:05:00","South-west","Fished","C.IO.20",45.2,"Ramesh","Yes","Yes",NA,NA,"RAW3","CON2"
"2020-10_south-west_stereo-BRUVs","IO259","IO","Legacy",-33.96868897,114.9213721,20201019,"12:00:00","South-west","Fished","C.IO.20",46.8,"Rachel","Yes","Yes",NA,NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO260","IO","Legacy",-33.97118897,114.9163721,20201019,"11:55:00","South-west","Fished","C.IO.20",46.3,"Rachel","Yes","Yes",NA,NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO261","IO","Legacy",-33.97618897,114.9213721,20201019,"11:46:00","South-west","Fished","C.IO.20",46.9,"Ramesh","Yes","Yes",NA,NA,"RAW3","CON2"
"2020-10_south-west_stereo-BRUVs","IO262","IO","Legacy",-34.01368897,114.8738721,20201019,"9:46:00","South-west","Fished","C.IO.19",41.9,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","CON2"
"2020-10_south-west_stereo-BRUVs","IO263","IO","Legacy",-34.00868897,114.8788721,20201019,"9:52:00","South-west","Fished","C.IO.19",42.4,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO264","IO","Legacy",-34.01868897,114.8738721,20201019,"9:31:00","South-west","Fished","C.IO.19",42,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO266","IO","Legacy",-34.02118897,114.7588721,20201015,"8:06:00","South-west","Fished","C.IO.23",67.3,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO267","IO","Legacy",-34.02618897,114.7638721,20201015,"8:11:00","South-west","Fished","C.IO.23",62.5,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO269","IO","Legacy",-33.98868897,114.8138721,20201019,"7:18:00","South-west","Fished","C.IO.22",47.6,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO272","IO","Legacy",-34.00868897,114.8138721,20201019,"6:56:00","South-west","Fished","C.IO.21",49.2,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO273","IO","Legacy",-33.99868897,114.8213721,20201019,"7:07:00","South-west","Fished","C.IO.22",44.9,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO275","IO","Legacy",-34.09868897,114.6463721,20201123,"14:38","South-west","No-take","C.IO.15",140,"Daphne","Yes","No","National Park Zone",NA,"RAW5","RAW5"
"2020-10_south-west_stereo-BRUVs","IO276","IO","Legacy",-34.10118897,114.6363721,20201123,"7:34","South-west","No-take","C.IO.15",140,"Rachel","Yes","Yes","National Park Zone",NA,"RAW5.5",NA
"2020-10_south-west_stereo-BRUVs","IO277","IO","Legacy",-34.10618897,114.6463721,20201123,"7:53","South-west","No-take","C.IO.15",139,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO278","IO","Legacy",-34.11118897,114.6388721,20201123,"7:45","South-west","No-take","C.IO.15",140,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO280","IO","Legacy",-34.08868897,114.6738721,20201023,"9:24:00","South-west","No-take","C.IO.14",139,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO290","IO","Legacy",-34.06868897,114.7188721,20201023,"7:07:00","South-west","No-take","C.IO.13",124,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO291","IO","Legacy",-34.08368897,114.7488721,20201022,"13:09:00","South-west","No-take","C.IO.12",109,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO293","IO","Legacy",-34.08868897,114.7588721,20201022,"12:55:00","South-west","No-take","C.IO.12",111,"Claude","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO294","IO","Legacy",-34.08368897,114.7538721,20201022,"13:04:00","South-west","No-take","C.IO.12",114,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO295","IO","Legacy",-34.10368897,114.7538721,20201022,"12:25:00","South-west","No-take","C.IO.11",109,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO297","IO","Legacy",-34.10618897,114.7488721,20201022,"12:21:00","South-west","No-take","C.IO.11",114,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO298","IO","Legacy",-34.07618897,114.6713721,20201023,"9:39:00","South-west","No-take","C.IO.14",138,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO299","IO","Legacy",-34.08118897,114.6763721,20201023,"9:32:00","South-west","No-take","C.IO.14",139,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO3","IO","MBH",-34.07618897,114.7838721,20201015,"12:03:00","South-west","No-take","C.IO.43",62,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO300","IO","Legacy",-34.08618897,114.6688721,20201123,"7:18","South-west","No-take","C.IO.14",138,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO302","IO","Legacy",-34.07118897,114.7238721,20201023,"7:13:00","South-west","No-take","C.IO.13",122,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO306","IO","Legacy",-34.10118897,114.7338721,20201022,"10:29:00","South-west","No-take","C.IO.10",124,"Rachel","Yes","Yes","National Park Zone",NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO307","IO","Legacy",-34.11868897,114.7263721,20201022,"9:56:00","South-west","No-take","C.IO.9",128,"Daphne - finishes at 59:36","Yes","Yes","National Park Zone",NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO308","IO","Legacy",-34.11118897,114.7288721,20201022,"10:06:00","South-west","No-take","C.IO.9",126,"Rachel","Yes","Yes","National Park Zone",NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO310","IO","Legacy",-34.05868897,114.7738721,20201015,"10:06:00","South-west","No-take","C.IO.8",64.7,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO311","IO","Legacy",-34.05618897,114.7688721,20201015,"10:03:00","South-west","No-take","C.IO.8",66.1,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO312","IO","Legacy",-34.05868897,114.7788721,20201015,"10:17:00","South-west","No-take","C.IO.8",61.2,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO313","IO","Legacy",-34.09618897,114.7563721,20201022,"12:47:00","South-west","No-take","C.IO.11",108,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO319","IO","Legacy",-34.09368897,114.7313721,20201022,"10:37:00","South-west","No-take","C.IO.10",124,"Rachel","Yes","Yes","National Park Zone",NA,"RAW3","BU3"
"2020-10_south-west_stereo-BRUVs","IO323","IO","Legacy",-34.03103333,114.6001,20201123,"9:48","South-west","Fished","C.IO.27",141,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO324","IO","Legacy",-34.00006,114.639778,20201023,"11:59:00","South-west","Fished","C.IO.26",141,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO325","IO","Legacy",-33.991557,114.743378,20201015,"7:44:00","South-west","Fished","C.IO.25",85,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO326","IO","Legacy",-34.00425,114.6892833,20201123,"12:26","South-west","Fished","C.IO.24",121,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO327","IO","Legacy",-34.02946667,114.7623833,20201015,"8:17:00","South-west","Fished","C.IO.23",65.4,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO328","IO","Legacy",-33.99356667,114.8213667,20201019,"7:13:00","South-west","Fished","C.IO.22",43.8,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO329","IO","Legacy",-34.06481667,114.7266333,20201023,"7:18:00","South-west","No-take","C.IO.13",121,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO330","IO","Legacy",-34.08833333,114.7545,20201022,"13:00:00","South-west","No-take","C.IO.12",116,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO331","IO","Legacy",-34.0984,114.75005,20201022,"12:30:00","South-west","No-take","C.IO.11",112,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4",NA
"2020-10_south-west_stereo-BRUVs","IO332","IO","Legacy",-34.09718333,114.7344833,20201022,"10:33:00","South-west","No-take","C.IO.10",124,"Rachel","Yes","Yes","National Park Zone",NA,"RAW3","BU3"
"2020-10_south-west_stereo-BRUVs","IO333","IO","Legacy",-34.11301667,114.7251333,20201022,"10:01:00","South-west","No-take","C.IO.9",127,"Rachel","Yes","Yes","National Park Zone",NA,"RAW3","BU3"
"2020-10_south-west_stereo-BRUVs","IO334","IO","Legacy",-34.06155,114.7753667,20201015,"10:11:00","South-west","No-take","C.IO.8",64,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO335","IO","Legacy",-34.06686667,114.7939833,20201015,"10:31:00","South-west","No-take","C.IO.7",58,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO336","IO","Legacy",-34.0924,114.8663667,20201016,"10:03:00","South-west","No-take","C.IO.6",43.2,"Daphne","Yes","No","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO337","IO","Legacy",-34.00536667,114.8202333,20201019,"7:02:00","South-west","Fished","C.IO.21",43,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO338","IO","Legacy",-33.97231667,114.92245,20201019,"11:50:00","South-west","Fished","C.IO.20",46,"Daphne","Yes","Yes",NA,NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO339","IO","Legacy",-34.01461667,114.8785,20201019,"9:41:00","South-west","Fished","C.IO.19",41.1,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO34","IO","MBH",-34.06118897,114.8713721,20201016,"8:02:00","South-west","No-take","C.IO.35",41.3,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO343","IO","Legacy",-34.10261667,114.6407167,20201123,"7:38","South-west","No-take","C.IO.15",140,"Rachel","Yes","Yes","National Park Zone",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO344","IO","Legacy",-34.0844,114.6744,20201023,"9:28:00","South-west","No-take","C.IO.14",138,"Daphne","Yes","No","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO349","IO","Legacy",-34.02368897,114.5963721,20201123,"10:03","South-west","Fished","C.IO.27",133,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5.5",NA
"2020-10_south-west_stereo-BRUVs","IO350","IO","Legacy",-34.02618897,114.6038721,20201123,"9:56","South-west","Fished","C.IO.27",135,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO351","IO","Legacy",-34.03118897,114.5963721,20201123,"10:13","South-west","Fished","C.IO.27",142,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO352","IO","Legacy",-34.03618897,114.5988721,20201123,"9:43","South-west","Fished","C.IO.27",133,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO353","IO","Legacy",-34.05436667,114.8390667,20201015,"14:43:00","South-west","No-take","C.IO.5",44.1,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO354","IO","Legacy",-34.06605,114.84,20201015,"14:29:00","South-west","No-take","C.IO.4",45,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO355","IO","Legacy",-34.05473333,114.9111,20201029,"10:38:00","South-west","No-take","C.IO.3",45,"Rachel","Yes","Yes","National Park Zone",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO356","IO","Legacy",-34.06956667,114.9184667,20201016,"12:39:00","South-west","No-take","C.IO.2",46.8,"Claude","Yes","Yes","National Park Zone",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO357","IO","Legacy",-34.08496667,114.928,20201016,"12:08:00","South-west","No-take","C.IO.1",45.9,"Hayley","Yes","Yes","National Park Zone",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO36","IO","MBH",-34.10368897,114.7188721,20201022,"10:23:00","South-west","No-take","C.IO.55",130,"Rachel","Yes","Yes","National Park Zone",NA,"RAW3",NA
"2020-10_south-west_stereo-BRUVs","IO361","IO","Legacy",-33.98868897,114.7413721,20201015,"7:35:00","South-west","Fished","C.IO.25",84.7,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2","CON1"
"2020-10_south-west_stereo-BRUVs","IO363","IO","Legacy",-33.98618897,114.7513721,20201015,"7:26:00","South-west","Fished","C.IO.25",66.2,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO364","IO","Legacy",-34.00868897,114.6888721,20201123,"12:21","South-west","Fished","C.IO.24",130,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO365","IO","Legacy",-34.02368897,114.7538721,20201015,"8:23:00","South-west","Fished","C.IO.23",73.7,"Brooke Gibbons","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW2",NA
"2020-10_south-west_stereo-BRUVs","IO369","IO","Legacy",-34.02868897,114.5913721,20201123,"10:08","South-west","Fished","C.IO.27",133,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW5","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO37","IO","MBH",-34.10868897,114.7188721,20201022,"10:12:00","South-west","No-take","C.IO.55",130,"Brooke Gibbons","Yes","Yes","National Park Zone",NA,"RAW3","BU5.5"
"2020-10_south-west_stereo-BRUVs","IO370","IO","Legacy",-33.99618897,114.6463721,20201023,"12:10:00","South-west","Fished","C.IO.26",141,"Rachel","Yes","Yes","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
"2020-10_south-west_stereo-BRUVs","IO372","IO","Legacy",-34.00618897,114.6438721,20201023,"11:53:00","South-west","Fished","C.IO.26",140,"Daphne - period end @ 58:40","Yes","No","Special Purpose Zone (Mining Exclusion)",NA,"RAW4","CON3"
