"Date","Sample","Time.bottom","Time.end","Depth","Raw.hdd.number","Con.hdd.number","Longitude","Latitude","Comment","Forwards.habitat.exported","Downwards.habitat.exported","Forwards.habitat.completed","Downwards.habitat.completed","Habitat.notes","Site","Location","Status","Observer","Successful.count","Successful.length","Video.notes","Maxn.analyst","Maxn.complete.yyyymmdd","Maxn.checker","Length.analyst","Length.complete.date.yyyymmdd","Notes","forwards.habitat.north.exported","forwards.habitat.north.annotated","forwards.habitat.east.exported","forwards.habitat.east.annotated","forwards.habitat.south.exported","forwards.habitat.south.annotated","forwards.habitat.west.exported","forwards.habitat.west.annotated"
20201030,"FH10","08:08:24","08:11:24",NA,"BU4","reconvert/check both",114.8864,-33.9862,"Fishing HWY sample","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"FH111","08:17:49","08:20:49",NA,"BU4","reconvert/check both",114.8789,-33.9862,"Fishing HWY sample","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"130","08:30:30","08:33:30",NA,"BU4","reconvert/check both",114.8764,-33.9812,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"152","08:39:18","08:42:18",41.9,"BU4","reconvert/check both",114.8689,-33.9812,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"134","08:47:50","08:50:50",41.3,"BU4","reconvert/check both",114.8614,-33.9837,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"133","08:58:26","09:01:26",40.5,"BU4","reconvert/check both",114.8664,-33.9912,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"132","09:07:01","09:10:01",42.7,"BU4","reconvert/check both",114.8714,-33.9912,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"FH77","09:18:46","09:21:46",42,"BU4","reconvert/check both",114.8764,-33.9962,"Fishing HWY sample","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"FH52","09:28:26","09:31:26",42.8,"BU4","reconvert/check both",114.8889,-33.9912,"Fishing HWY sample","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"244","09:46:06","09:49:06",45.6,"BU4","reconvert/check both",114.9064,-34.0037,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"245","09:55:54","09:58:54",45.5,"BU4","reconvert/check both",114.9014,-34.0087,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"64","10:06:10","10:09:10",NA,"BU4","reconvert/check both",114.8964,-34.0137,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"C01","10:16:53","10:19:53",NA,"BU4","reconvert/check both",114.8891,-34.015,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"65","10:25:08","10:28:08",NA,"BU4","reconvert/check both",114.8889,-34.0112,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"272","10:52:55","10:53:55",50.1,"BU4","reconvert/check both",114.8139,-34.0087,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"337","11:01:29","11:04:29",43.8,"BU4","reconvert/check both",114.8202,-34.0054,"Snapper!!","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"273","11:09:00","11:12:00",46,"BU4","reconvert/check both",114.8214,-33.9987,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"328","11:16:15","11:19:15",44.8,"BU4","reconvert/check both",114.8214,-33.9936,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"269","11:26:27","11:29:27",47.7,"BU4","reconvert/check both",114.8139,-33.9887,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"145","11:36:14","11:39:14",44.3,"BU4","reconvert/check both",114.8239,-33.9862,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"147","11:45:03","11:48:03",43.6,"BU4","reconvert/check both",114.8314,-33.9812,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"158","11:57:31","12:00:31",46.1,"BU4","reconvert/check both",114.8189,-33.9812,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"146","12:05:43","12:08:43",45.3,"BU4","reconvert/check both",114.8214,-33.9762,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"157","12:14:40","12:17:40",44.7,"BU4","reconvert/check both",114.8239,-33.9712,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"OMR1","13:03:59","13:06:59",35.6,"BU4","CON1",114.9582,-33.9676,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"done on field laptop","Claude",20210429,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"OMR2","13:15:35","13:18:35",38,"BU4","CON1",114.9551,-33.9679,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"done on field laptop","Claude",20210429,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"OMR3","13:23:54","13:26:54",38,"BU4","CON1",114.9543,-33.9685,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"done on field laptop","Claude",20210430,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201030,"OMR4","13:35:02","13:38:02",38.6,"BU4","CON1",114.9529,-33.9682,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"done on field laptop","Claude",20210430,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"216","07:01:16","07:04:16",47.5,"BU4","CON1",114.9164,-34.0612,"Filmed 355 should be 216","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"235","07:11:46","07:14:46",47,"BU4","CON1",114.9364,-34.0912,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude - unknown labrid",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"217","07:19:39","07:22:39",46.3,"BU4","CON1",114.9139,-34.0662,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"215","07:28:33","07:31:33",46.9,"BU4","CON1",114.9189,-34.0662,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"356","07:39:03","07:42:03",47.2,"BU4","CON1",114.9264,-34.0687,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210316,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"218","07:53:09","07:56:09",46.5,"BU4","",114.9185,-34.0696,"417 restarted","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"102","08:02:56","08:05:56",46.4,"BU4","",114.9214,-34.0737,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"100","08:12:11","08:15:11",44.5,"BU4","",114.9114,-34.0712,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"119","08:20:22","08:23:22",43.5,"BU4","",114.9089,-34.0762,"","Y","Y",NA,"Y","Downwards check hard coral",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"101","08:29:57","08:32:57",43.4,"BU4","",114.9039,-34.0762,"Mako Shark!","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"236","08:47:27","08:50:27",46,"BU4","",114.8964,-34.0787,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"237","08:57:11","09:00:11",43.2,"BU4","",114.9239,-34.0812,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"C02","09:07:10","09:10:10",45,"BU4","",114.9364,-34.0812,"Snapper! Dhuey lump. 30m from 357. ","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"235REDO","09:17:31","09:20:31",44.3,"BU4","",114.9279,-34.0854,"Redo","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"239","09:25:33","09:28:33",45.3,"BU4","",114.9364,-34.0912,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"91","09:43:27","09:46:27",42.7,"BU4","",114.9314,-34.0912,"422 restarted - Sound trap on","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"80","09:51:03","09:54:03",43.1,"BU4","",114.8939,-34.0937,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"81","09:59:33","10:02:33",43.3,"BU4","",114.8889,-34.0937,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"92","10:07:45","10:10:45",41.3,"BU4","",114.8914,-34.0987,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"210","10:19:54","10:22:54",43.9,"BU4","",114.8864,-34.0987,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"336","10:28:58","10:31:58",43.1,"BU4","",114.8739,-34.0912,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"195","10:37:50","10:40:50",44.4,"BU4","",114.8664,-34.0924,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"199","10:47:22","10:50:22",42.7,"BU4","",114.8589,-34.0937,"Changed all batteries + sync","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"16","11:16:16","11:19:16",41.4,"BU4","",114.8614,-34.0862,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"17","11:26:32","11:29:32",41,"BU4","",114.8689,-34.0737,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"34","11:34:38","11:37:38",41.4,"BU4","",114.8764,-34.0637,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"15","11:42:46","11:45:46",41.6,"BU4","",114.8714,-34.0612,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"223","11:58:00","12:01:00",44.2,"BU4","",114.8664,-34.0612,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"225","12:09:16","12:12:16",45.2,"BU4","",114.8464,-34.0712,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"222","12:18:32","12:21:32",46.9,"BU4","",114.8339,-34.0712,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"C03.1","12:28:05","12:31:05",42.4,"BU4","",114.8314,-34.0662,"Snnapper! NO LED. 48M FROM 354. DEANS DHUEY GROUND.","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"C03.2","12:35:55","12:38:55",43.4,"BU4","",114.8398,-34.0664,"3 LEDs.","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"226","12:43:58","12:46:58",44,"BU4","",114.8398,-34.0664,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"224","12:53:00","12:56:00",44.9,"BU4","",114.8439,-34.0637,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"220","13:01:48","13:04:48",43.9,"BU4","",114.8389,-34.0612,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"353","13:11:00","13:14:00",45,"BU4","",114.8439,-34.0562,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"201","13:19:40","13:22:40",46.3,"BU4","",114.8391,-34.0544,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"72","13:36:24","13:39:24",43.3,"BU4","",114.8339,-34.0562,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"75","13:45:35","13:48:35",42.6,"BU4","",114.8464,-34.0362,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"74","13:55:30","13:58:30",43.2,"BU4","",114.8539,-34.0337,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"73","14:03:39","14:06:39",42.2,"BU4","",114.8514,-34.0287,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"264","14:24:30","14:27:30",42.4,"BU4","",114.8589,-34.0287,"423 & 417 restarted with no sync","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"66","14:33:06","14:36:06",42.5,"BU4","",114.8739,-34.0187,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"339","14:40:57","14:43:57",42.1,"BU4","",114.8814,-34.0162,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"262","14:48:37","14:51:37",42.1,"BU4","",114.8785,-34.0146,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201031,"263","14:57:46","15:00:46",42.6,"BU4","",114.8739,-34.0137,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"278","07:43","",140,"BU4","CON1",114.8789,-34.0087,"Rope Snapped- time on bottom not accurate","Y","Y",NA,"Y","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"40","10:31:33","10:34",130,"BU4","CON1",114.6389,-34.1112,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"36","10:42:42","10:45",129,"BU4","CON1",114.7139,-34.1037,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201104,"37","10:54:04","10:58",129,"BU4","CON1",114.7189,-34.1037,"","Y","Y",NA,"","",NA,NA,NA,"Claude","Y",NA,"","Claude",20210315,"Rachel",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
