"Date","Sample","Time.bottom","Time.end","Depth","Raw.hdd.number","Con.hdd.number","Longitude","Latitude","Comment","Forwards.habitat.exported","Downwards.habitat.exported","Forwards.habitat.completed","Downwards.habitat.completed","Habitat.notes","Site","Location","Status","Observer","Successful.count","Successful.length","Video.notes","Maxn.analyst","Maxn.complete.yyyymmdd","Maxn.checker","Length.analyst","Length.complete.date.yyyymmdd","Notes","forwards.habitat.north.exported","forwards.habitat.north.annotated","forwards.habitat.east.exported","forwards.habitat.east.annotated","forwards.habitat.south.exported","forwards.habitat.south.annotated","forwards.habitat.west.exported","forwards.habitat.west.annotated"
20201111,"254","13:16:56","13:19",128,"BU5","CON1",114.6964,-34.0187,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210309,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"253","13:27:37","13:30",125,"BU5","CON1",114.7039,-34.0137,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210309,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"251","13:37:17","13:40",128,"BU5","CON1",114.6989,-34.0112,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210309,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"71","13:47:50","13:50",125,"BU5","CON1",114.6989,-34.0037,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210309,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"180","13:58:35","14:01",123,"BU5","CON1",114.7039,-33.9962,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210309,"Claude",NA,NA,"no fish, watched twice","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"CP11-1","14:08:52","14:11",125,"BU5","CON1",114.6966,-33.9928,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210309,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"181","14:18:40","14:21",125,"BU5","CON1",114.6989,-33.9887,"","Y","Y",NA,"Y","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20210309,"Claude",NA,NA,"no fish, watched twice","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201111,"CP11-2","14:32:11","14:35",124,"BU5","CON1",114.6928,-33.9743,"","Y","Y",NA,"","",NA,NA,NA,"Rachel","y",NA,"","Rachel",20200310,"Claude",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"J11","06:58:19","07:01",39.7,"5.5","CON1",114.9231,-34.1178,"J stands for June BRUV deployment","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210308,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J12","07:05:56","07:09",44.7,"5.5","CON1",114.9285,-34.1323,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210309,"Claude/Rachel",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J9","07:13:23","07:16",44.1,"5.5","CON1",114.9161,-34.1195,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210310,"Claude - unknown, +unknown labrid",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J10","07:20:50","07:23",38.7,"5.5","CON1",114.9187,-34.1173,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210310,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J1","07:29:32","07:32",44.3,"5.5","CON1",114.9309,-34.1286,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210311,"Claude - unknown labrid",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J2","07:37:40","07:40",44.4,"5.5","CON1",114.9288,-34.1253,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210311,"Claude - unknown labrid",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J3","07:44:54","07:47",44.4,"5.5","CON1",114.9259,-34.1269,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210315,"Claude - unknown, check trachinops school (Rachel not convinced)",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J4","07:52:40","07:55",42.9,"5.5","CON1",114.9203,-34.1226,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210315,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J8","08:03:44","08:06",43.4,"5.5","CON1",114.9118,-34.1294,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210315,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J6","08:11:29","08:14",37.1,"5.5","CON1",114.9124,-34.1328,"Checked Cameras","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210316,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J5","08:19:57","08:22",42.7,"5.5","CON1",114.9158,-34.1315,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210316,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J7","08:27:10","08:30",43.3,"5.5","CON1",114.9102,-34.1348,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210316,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J17","08:41:02","08:44",40.6,"5.5","CON1",114.9208,-34.1321,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210316,"Claude - unknown",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J14","08:48:29","08:51",41.7,"5.5","CON1",114.9255,-34.1284,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210316,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J16","08:56:44","08:59",41.2,"5.5","CON1",114.9065,-34.1262,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210317,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J15","09:03:36","09:06",40.8,"5.5","CON1",114.9103,-34.125,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210317,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J13","09:11:19","09:14",42.3,"5.5","CON1",114.9305,-34.1285,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210317,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J18","09:18:36","09:21",41.4,"5.5","CON1",114.9241,-34.1287,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210317,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J24","09:28:14","09:31",42.4,"5.5","CON1",114.8264,-34.1187,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210317,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J26","09:35:38","09:38",42.6,"5.5","CON1",114.8289,-34.1209,"Checked Cameras","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210318,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J25","09:43:40","09:46",43,"5.5","CON1",114.8284,-34.1168,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210318,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J32","09:54:43","09:57",42.9,"5.5","CON1",114.8611,-34.1301,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210318,"Claude - some unknowns",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J30","10:01:46","10:04",42.5,"5.5","CON1",114.8595,-34.1121,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte ",20210318,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J28","10:09:12","10:12",42.9,"5.5","CON1",114.8521,-34.1129,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210318,"Claude",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J29","10:16:30","10:19",43.8,"5.5","CON1",114.8556,-34.1111,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte ",20210318,"Rachel",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J31","10:24:15","10:27",43.4,"5.5","CON1",114.8607,-34.116,"","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte",20210322,"Rachel",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J27","10:31:14","10:34",43.5,"5.5","CON1",114.8329,-34.1218,"Changed Batteries","Y","Y",NA,"","",NA,NA,NA,"Charlotte","y",NA,"","Charlotte ",20210322,"Rachel",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J19","11:11:13","11:14",45.9,"5.5","CON1 - only TOP",114.9278,-34.1225,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J21","11:18:42","11:21",48.2,"5.5","CON1 - only TOP",114.8174,-34.1282,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J22","11:26:32","11:29",49.6,"5.5","CON1 - only TOP",114.8196,-34.1263,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J34","11:34:05","11:37",49.6,"5.5","CON1 - only TOP",114.8661,-34.1313,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J36","11:41:09","11:41",49.3,"5.5","CON1 - only TOP",114.8783,-34.1305,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J35","11:49:38","11:52",52,"5.5","CON1 - only TOP",114.8693,-34.1348,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J33","11:57:39","12:00",51.3,"5.5","CON1 - only TOP",114.8627,-34.1331,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J38","12:04:47","12:07",51,"5.5","CON1 - only TOP",114.8839,-34.1279,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J37","12:12:46","12:15",49.3,"5.5","CON1 - only TOP",114.8789,-34.1264,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"J20","12:23:27","12:26",48,"5.5","CON1 - only TOP",114.8202,-34.1302,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"",NA,"Yes",NA,"Yes",NA,"Yes",NA,"Yes"
20201119,"122","12:31:15","12:34",49.4,"5.5","CON1 - only TOP",114.8264,-34.1162,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"125","12:40:33","12:43",48.3,"5.5","CON1 - only TOP",114.8264,-34.1087,"","Y","Y",NA,"Y","downwards not 100% on top macroalgae",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"123","12:49:26","12:52",49.1,"5.5","CON1 - only TOP",114.8189,-34.1062,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"126","12:58:23","13:01",48.8,"5.5","CON1 - only TOP",114.8189,-34.1137,"Checked Cameras 428 off due to dead battery","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"293","13:22:25","13:25",95.2,"5.5","CON1 - only TOP",114.7589,-34.0887,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"330","13:31:34","13:28",116,"5.5","CON1 - only TOP",114.7545,-34.0883,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"C04","13:41:55","13:44",110,"5.5","CON1 - only TOP",114.7493,-34.0876,"","Y","Y",NA,"","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"291","13:51:37","13:54",108,"5.5","CON1 - only TOP",114.7489,-34.0837,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
20201119,"294","14:00:52","14:03",102,"5.5","CON1 - only TOP",114.7539,-34.0837,"","Y","Y",NA,"Y","",NA,NA,NA,"","",NA,"","",NA,"",NA,NA,"","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
